id,ra,nome,fase,ano,inde,pedra,ian,ida,ieg,iaa,ips,ipp,ipv,defasagem
2545,RA-1160,Aluno-1160,3,2024,6.2742,Agata,5.0,3.2,8.2,8.8,7.5,6.3,6.2,-1
2546,RA-562,Aluno-562,3,2024,8.3927,Topázio,10.0,7.8,9.8,8.3,8.1,7.6,7.3,0
2547,RA-1112,Aluno-1112,3,2024,6.8561,Agata,10.0,4.0,9.0,9.6,8.1,5.4,4.7,0
2548,RA-1535,Aluno-1535,3,2024,7.1094,Ametista,10.0,5.8,5.1,8.8,7.5,7.1,7.9,0
2549,RA-1536,Aluno-1536,3,2024,7.6537,Ametista,5.0,7.0,8.7,9.2,8.1,7.9,7.5,-1
2550,RA-357,Aluno-357,3,2024,7.7316,Ametista,5.0,7.7,9.0,8.8,8.1,7.9,7.1,-1
2551,RA-583,Aluno-583,3,2024,7.4476,Ametista,10.0,5.0,8.9,7.9,8.1,6.9,6.9,0
2552,RA-1537,Aluno-1537,3,2024,8.1763,Topázio,5.0,8.7,8.3,9.2,8.1,8.1,8.7,-1
2553,RA-599,Aluno-599,3,2024,8.3569,Topázio,10.0,7.7,8.6,10.0,9.4,7.1,7.3,1
2554,RA-651,Aluno-651,3,2024,8.6893,Topázio,10.0,7.5,10.0,9.2,7.5,8.5,8.3,1
2555,RA-1131,Aluno-1131,3,2024,8.289,Topázio,10.0,8.3,9.3,8.3,6.3,7.3,7.9,0
2556,RA-403,Aluno-403,3,2024,8.0085,Topázio,10.0,7.7,7.4,8.8,7.5,8.5,7.6,0
2557,RA-1538,Aluno-1538,3,2024,7.9632,Ametista,10.0,7.2,7.9,9.2,8.1,7.9,7.1,1
2558,RA-469,Aluno-469,3,2024,7.6846,Ametista,10.0,5.0,9.5,9.2,7.5,7.3,6.9,0
2559,RA-1121,Aluno-1121,3,2024,8.4072,Topázio,10.0,6.7,10.0,9.6,7.5,7.1,8.3,0
2560,RA-1122,Aluno-1122,3,2024,7.8173,Ametista,10.0,5.3,9.9,8.8,7.5,7.1,7.2,1
2561,RA-422,Aluno-422,3,2024,5.545,Quartzo,5.0,2.8,6.2,7.5,7.5,6.5,5.5,-1
2562,RA-1117,Aluno-1117,3,2024,7.6016,Ametista,10.0,5.7,8.3,8.8,7.5,8.1,6.8,1
2563,RA-1539,Aluno-1539,3,2024,7.7096,Ametista,10.0,6.8,9.0,6.7,6.9,7.7,7.1,0
2564,RA-618,Aluno-618,3,2024,6.7183,Agata,5.0,4.2,8.3,10.0,6.9,6.7,6.8,-2
2565,RA-669,Aluno-669,3,2024,6.6439,Agata,10.0,5.3,4.9,7.5,7.5,7.3,6.9,0
2566,RA-408,Aluno-408,3,2024,6.5276,Agata,10.0,4.8,5.0,7.5,7.5,7.1,6.8,0
2567,RA-610,Aluno-610,3,2024,7.8949,Ametista,10.0,6.3,9.7,9.6,3.8,6.9,8.3,1
2568,RA-409,Aluno-409,3,2024,8.2255,Topázio,10.0,7.2,9.2,9.6,7.5,7.9,7.2,0
2569,RA-464,Aluno-464,3,2024,6.872,Agata,5.0,4.3,7.9,9.2,8.8,7.2,7.1,-1
2570,RA-1165,Aluno-1165,3,2024,7.908,Ametista,10.0,8.0,6.8,8.8,8.1,6.9,7.8,0
2571,RA-466,Aluno-466,3,2024,6.7787,Agata,5.0,4.0,7.2,8.8,8.8,7.5,7.7,-1
2572,RA-414,Aluno-414,3,2024,7.1876,Ametista,10.0,6.0,8.4,7.9,7.5,6.3,5.7,0
2573,RA-401,Aluno-401,3,2024,6.7289,Agata,10.0,4.8,6.8,6.7,6.9,6.6,6.9,0
2574,RA-1141,Aluno-1141,3,2024,6.7939,Agata,10.0,4.2,6.2,9.6,7.5,6.6,6.8,0
2575,RA-592,Aluno-592,3,2024,7.1216,Ametista,10.0,7.8,6.1,7.9,2.5,7.7,7.6,1
2576,RA-474,Aluno-474,3,2024,6.0248,Agata,5.0,3.0,5.8,9.2,7.5,7.2,6.9,-1
2577,RA-602,Aluno-602,3,2024,8.6474,Topázio,10.0,7.3,9.7,9.6,7.5,8.3,8.5,0
2578,RA-666,Aluno-666,3,2024,8.1858,Topázio,10.0,7.2,7.9,10.0,7.5,7.5,8.4,0
2579,RA-604,Aluno-604,3,2024,7.4296,Ametista,10.0,7.0,7.5,8.3,8.1,6.4,6.2,1
2580,RA-476,Aluno-476,3,2024,6.736,Agata,10.0,4.5,6.6,7.9,7.5,6.3,6.7,0
2581,RA-423,Aluno-423,3,2024,6.6162,Agata,10.0,4.3,6.5,5.8,8.1,6.9,6.8,0
2582,RA-631,Aluno-631,3,2024,6.7957,Agata,10.0,4.2,7.2,8.3,8.8,5.6,6.2,0
2583,RA-658,Aluno-658,3,2024,7.507,Ametista,10.0,3.7,10.0,8.8,8.1,7.4,6.7,1
2584,RA-1540,Aluno-1540,3,2024,5.6962,Quartzo,5.0,2.7,5.0,8.3,7.5,7.1,6.8,-1
2585,RA-1541,Aluno-1541,3,2024,8.337,Topázio,10.0,8.2,8.6,9.2,6.9,8.3,7.7,0
2586,RA-1114,Aluno-1114,3,2024,7.4375,Ametista,10.0,5.0,9.5,8.8,2.5,8.4,7.8,0
2587,RA-662,Aluno-662,3,2024,7.1075,Ametista,10.0,4.2,7.6,7.9,7.5,7.6,7.2,0
2588,RA-760,Aluno-760,3,2024,6.9426,Agata,10.0,5.0,7.1,9.2,7.5,6.3,6.2,0
2589,RA-1542,Aluno-1542,3,2024,6.0886,Agata,5.0,3.2,6.3,7.5,8.1,7.4,7.0,-2
2590,RA-404,Aluno-404,3,2024,6.6246,Agata,10.0,5.7,6.3,8.3,2.5,7.5,7.0,0
2591,RA-1119,Aluno-1119,3,2024,7.3883,Ametista,5.0,5.7,8.7,9.6,7.5,7.6,7.7,-1
2592,RA-1116,Aluno-1116,3,2024,3.7895,Quartzo,5.0,2.3,3.4,0.0,6.3,5.1,5.1,-1
2593,RA-667,Aluno-667,3,2024,7.1771,Ametista,10.0,4.7,7.0,9.2,7.5,7.8,7.0,0
2594,RA-605,Aluno-605,3,2024,6.0175,Agata,10.0,2.7,6.2,7.5,6.9,7.0,5.5,0
2595,RA-1543,Aluno-1543,3,2024,6.7546,Agata,5.0,5.0,8.1,7.5,7.5,7.3,7.1,-1
2596,RA-1118,Aluno-1118,3,2024,7.0306,Ametista,10.0,3.8,7.8,7.1,9.4,6.8,6.9,0
2597,RA-1544,Aluno-1544,3,2024,6.9056,Agata,5.0,5.8,8.7,8.3,6.9,6.6,6.6,-1
2598,RA-1545,Aluno-1545,3,2024,7.2966,Ametista,10.0,8.2,6.2,7.5,8.1,6.3,6.2,0
2599,RA-1127,Aluno-1127,3,2024,8.181,Topázio,10.0,5.8,10.0,9.2,7.5,8.1,7.7,0
2600,RA-1129,Aluno-1129,3,2024,7.3604,Ametista,10.0,6.8,7.1,9.2,8.1,6.9,5.7,0
2601,RA-1546,Aluno-1546,3,2024,6.9007,Agata,10.0,4.7,6.4,8.3,8.8,7.5,6.2,0
2602,RA-1130,Aluno-1130,3,2024,6.564,Agata,10.0,4.3,6.3,8.8,8.1,6.9,5.3,0
2603,RA-1168,Aluno-1168,3,2024,6.8641,Agata,5.0,5.7,7.7,9.6,7.5,7.2,6.3,-1
2604,RA-613,Aluno-613,3,2024,7.4019,Ametista,5.0,7.3,9.6,8.3,7.5,6.9,6.3,-1
2605,RA-433,Aluno-433,3,2024,7.2182,Ametista,10.0,4.8,8.4,7.9,8.1,6.9,6.4,0
2606,RA-1547,Aluno-1547,3,2024,6.7485,Agata,5.0,6.7,6.5,7.9,8.1,7.5,6.3,-1
2607,RA-1548,Aluno-1548,3,2024,6.4825,Agata,10.0,4.8,5.2,8.3,7.5,7.5,5.7,0
2608,RA-304,Aluno-304,3,2024,6.8524,Agata,2.5,7.2,7.8,10.0,7.5,6.9,5.8,-3
2609,RA-1549,Aluno-1549,3,2024,6.5149,Agata,5.0,4.2,7.4,9.6,7.5,7.2,6.3,-2
2610,RA-632,Aluno-632,3,2024,7.5155,Ametista,10.0,4.2,9.0,7.9,6.9,8.3,7.9,0
2611,RA-633,Aluno-633,3,2024,5.2285,Quartzo,10.0,3.3,4.7,4.6,2.5,6.9,6.1,0
2612,RA-1137,Aluno-1137,3,2024,7.1838,Ametista,10.0,3.5,7.6,8.3,8.1,8.3,7.5,1
2613,RA-646,Aluno-646,3,2024,7.7155,Ametista,5.0,6.2,9.3,10.0,7.5,8.3,7.7,-1
2614,RA-1550,Aluno-1550,3,2024,6.0642,Agata,5.0,4.3,5.2,9.6,7.5,7.0,6.2,-1
2615,RA-1139,Aluno-1139,3,2024,6.9063,Agata,10.0,4.7,6.2,8.3,7.5,7.5,7.0,1
2616,RA-444,Aluno-444,3,2024,5.4102,Quartzo,5.0,3.7,6.4,8.3,2.5,6.3,6.0,-1
2617,RA-445,Aluno-445,3,2024,7.3416,Ametista,10.0,4.0,8.7,7.9,7.5,7.8,7.4,0
2618,RA-639,Aluno-639,3,2024,5.7694,Quartzo,10.0,3.8,5.3,7.9,2.5,6.7,6.2,0
2619,RA-1142,Aluno-1142,3,2024,8.3906,Topázio,10.0,8.5,9.1,8.3,7.5,8.1,7.3,0
2620,RA-1551,Aluno-1551,3,2024,5.9717,Quartzo,5.0,3.5,4.8,9.6,7.5,7.5,6.8,-2
2621,RA-458,Aluno-458,3,2024,5.6802,Quartzo,5.0,4.0,3.7,8.8,6.9,7.0,6.8,-1
2622,RA-1552,Aluno-1552,3,2024,7.4433,Ametista,10.0,3.2,9.7,9.6,7.5,7.2,7.2,0
2623,RA-1170,Aluno-1170,3,2024,6.0954,Agata,5.0,3.5,5.6,9.2,8.1,7.0,6.7,-2
2624,RA-642,Aluno-642,3,2024,7.0826,Ametista,10.0,4.0,9.1,9.6,3.8,7.2,7.0,0
2625,RA-1553,Aluno-1553,3,2024,7.6412,Ametista,10.0,4.3,9.0,8.3,7.5,8.3,7.8,0
2626,RA-1554,Aluno-1554,3,2024,6.9417,Agata,5.0,4.0,9.6,6.7,8.8,7.3,7.2,-2
2627,RA-649,Aluno-649,3,2024,6.9853,Agata,10.0,3.7,6.0,8.8,8.8,8.3,7.3,0
2628,RA-1136,Aluno-1136,3,2024,5.4582,Quartzo,5.0,1.7,4.5,8.8,8.1,7.5,6.4,-1
2629,RA-653,Aluno-653,3,2024,8.1032,Topázio,10.0,5.2,9.5,8.8,8.8,8.3,7.9,0
2630,RA-456,Aluno-456,3,2024,8.3311,Topázio,10.0,6.5,9.4,7.1,7.5,9.2,8.9,0
2631,RA-655,Aluno-655,3,2024,8.2386,Topázio,10.0,6.8,10.0,7.5,8.8,8.1,7.2,0
2632,RA-656,Aluno-656,3,2024,6.6682,Agata,10.0,4.2,6.0,9.2,7.5,7.5,6.1,0
2633,RA-657,Aluno-657,3,2024,8.2074,Topázio,10.0,7.5,9.6,8.8,6.9,8.1,7.1,0
2634,RA-1555,Aluno-1555,3,2024,7.4827,Ametista,10.0,3.0,10.0,8.3,6.3,8.1,8.1,0
2635,RA-461,Aluno-461,3,2024,7.5448,Ametista,10.0,4.5,9.2,8.8,7.5,7.7,7.1,0
2636,RA-398,Aluno-398,3,2024,7.2458,Ametista,10.0,8.0,5.7,7.1,7.5,7.3,6.6,0
2637,RA-586,Aluno-586,3,2024,8.7024,Topázio,10.0,8.5,9.2,9.2,7.5,8.8,8.1,1
2638,RA-623,Aluno-623,3,2024,6.3577,Agata,5.0,4.0,7.4,8.3,6.9,6.5,7.1,-1
2639,RA-588,Aluno-588,3,2024,8.6761,Topázio,10.0,7.8,9.8,9.2,7.5,8.8,8.0,1
2640,RA-626,Aluno-626,3,2024,6.4076,Agata,10.0,5.3,3.4,9.6,6.9,7.3,6.4,0
2641,RA-1556,Aluno-1556,3,2024,6.6668,Agata,10.0,4.0,5.2,7.9,7.5,7.9,7.4,0
2642,RA-455,Aluno-455,3,2024,7.099,Ametista,10.0,4.5,6.1,8.8,8.1,8.3,7.3,0
2643,RA-614,Aluno-614,3,2024,7.8285,Ametista,5.0,6.8,9.7,9.6,7.5,7.9,7.6,-1
2644,RA-434,Aluno-434,3,2024,6.6109,Agata,10.0,5.5,5.1,7.1,7.5,7.3,6.6,0
2645,RA-603,Aluno-603,3,2024,6.9423,Agata,10.0,4.7,7.2,9.6,6.9,6.9,6.2,0
2646,RA-1133,Aluno-1133,3,2024,8.2386,Topázio,10.0,4.5,9.8,9.2,8.8,8.1,8.8,1
2647,RA-616,Aluno-616,3,2024,5.4579,Quartzo,10.0,3.8,3.1,7.5,6.9,6.5,4.9,0
2648,RA-1134,Aluno-1134,3,2024,7.7565,Ametista,10.0,6.0,8.9,8.8,7.5,7.7,6.9,0
2649,RA-1557,Aluno-1557,3,2024,8.2285,Topázio,10.0,7.0,8.9,9.6,7.5,7.9,7.7,0
2650,RA-670,Aluno-670,3,2024,8.8603,Topázio,10.0,8.7,9.4,9.6,7.5,9.0,8.2,1
2651,RA-620,Aluno-620,3,2024,5.7669,Quartzo,10.0,2.5,4.0,8.3,7.5,7.1,5.9,0
2652,RA-1149,Aluno-1149,4,2024,8.1371,Topázio,5.0,6.0,10.0,8.3,10.0,8.6,8.7,-1
2653,RA-1558,Aluno-1558,4,2024,7.6438,Ametista,5.0,5.5,8.7,9.2,8.8,8.5,8.3,-1
2654,RA-326,Aluno-326,4,2024,8.8324,Topázio,10.0,9.3,9.0,9.2,6.3,8.9,8.7,1
2655,RA-339,Aluno-339,4,2024,7.7115,Ametista,10.0,8.2,7.2,7.5,5.6,8.0,7.7,1
2656,RA-179,Aluno-179,4,2024,8.9327,Topázio,10.0,8.2,9.4,9.2,9.4,8.8,8.4,1
2657,RA-1559,Aluno-1559,4,2024,6.3304,Agata,5.0,4.7,5.3,7.9,6.9,8.4,7.6,-1
2658,RA-332,Aluno-332,4,2024,8.4213,Topázio,10.0,7.0,7.6,9.6,9.4,8.6,8.7,1
2659,RA-1560,Aluno-1560,4,2024,8.4721,Topázio,10.0,8.2,9.2,9.2,5.6,8.5,8.3,1
2660,RA-1153,Aluno-1153,4,2024,8.2689,Topázio,5.0,8.5,9.7,8.8,5.6,8.8,9.1,-1
2661,RA-183,Aluno-183,4,2024,8.2669,Topázio,10.0,7.5,9.2,7.9,6.3,8.3,8.4,0
2662,RA-199,Aluno-199,4,2024,7.4194,Ametista,5.0,7.2,7.6,8.3,6.9,8.1,8.2,-1
2663,RA-1561,Aluno-1561,4,2024,7.9402,Ametista,5.0,9.0,9.2,9.6,5.0,8.0,7.7,-1
2664,RA-336,Aluno-336,4,2024,6.8343,Agata,10.0,5.8,5.5,7.5,6.3,7.5,7.2,0
2665,RA-347,Aluno-347,4,2024,8.3847,Topázio,10.0,7.7,9.7,8.8,6.9,8.0,7.8,1
2666,RA-397,Aluno-397,4,2024,6.8073,Agata,5.0,5.7,7.9,7.9,5.6,7.6,7.4,-2
2667,RA-338,Aluno-338,4,2024,8.0528,Topázio,10.0,6.8,7.4,9.2,7.5,7.6,8.8,0
2668,RA-392,Aluno-392,4,2024,4.3639,Quartzo,5.0,1.0,5.4,9.6,5.6,3.5,3.5,-1
2669,RA-352,Aluno-352,4,2024,5.9795,Quartzo,10.0,3.2,4.5,8.3,6.3,6.4,6.8,1
2670,RA-1562,Aluno-1562,4,2024,5.4588,Quartzo,5.0,0.5,8.7,6.3,5.0,6.3,6.9,-2
2671,RA-367,Aluno-367,4,2024,7.2094,Ametista,10.0,5.0,7.3,9.2,6.3,6.9,7.6,1
2672,RA-1563,Aluno-1563,4,2024,7.6042,Ametista,5.0,7.0,8.3,8.8,7.5,7.3,8.5,-1
2673,RA-1564,Aluno-1564,4,2024,5.0761,Quartzo,5.0,2.2,4.9,8.3,6.9,5.8,5.3,-1
2674,RA-1565,Aluno-1565,4,2024,5.8164,Quartzo,5.0,5.5,8.1,0.0,7.5,6.4,6.0,-1
2675,RA-1566,Aluno-1566,4,2024,7.7592,Ametista,5.0,6.5,9.2,9.2,7.5,7.8,8.3,-2
2676,RA-1567,Aluno-1567,4,2024,7.9139,Ametista,5.0,8.2,8.8,8.3,7.5,7.8,8.3,-2
2677,RA-356,Aluno-356,4,2024,6.6273,Agata,10.0,5.3,6.7,8.3,5.6,5.3,6.5,1
2678,RA-1568,Aluno-1568,4,2024,7.8003,Ametista,5.0,8.2,7.5,9.2,7.5,8.0,8.5,-1
2679,RA-247,Aluno-247,4,2024,6.6465,Agata,10.0,4.3,8.3,0.0,6.3,7.8,8.6,0
2680,RA-204,Aluno-204,4,2024,7.8382,Ametista,10.0,7.5,6.8,9.2,6.3,7.1,8.6,0
2681,RA-1569,Aluno-1569,4,2024,5.7192,Quartzo,5.0,2.2,7.1,6.7,6.3,6.9,6.9,-2
2682,RA-1570,Aluno-1570,4,2024,7.8941,Ametista,5.0,8.3,7.5,9.6,7.5,7.8,8.7,-1
2683,RA-1571,Aluno-1571,4,2024,7.2485,Ametista,5.0,5.7,9.1,8.3,5.0,7.5,8.5,-1
2684,RA-1572,Aluno-1572,4,2024,8.0803,Topázio,5.0,7.5,9.8,9.2,7.5,7.7,8.4,-1
2685,RA-1150,Aluno-1150,4,2024,7.1023,Ametista,5.0,6.8,6.5,8.3,7.5,7.7,7.9,-2
2686,RA-1573,Aluno-1573,4,2024,6.7438,Agata,5.0,5.0,6.1,9.2,6.3,7.7,8.6,-1
2687,RA-1574,Aluno-1574,4,2024,7.7772,Ametista,5.0,7.3,8.4,8.8,7.5,7.8,8.6,-1
2688,RA-1151,Aluno-1151,4,2024,8.7491,Topázio,10.0,9.0,9.7,7.5,5.6,8.1,9.4,1
2689,RA-1575,Aluno-1575,4,2024,7.3185,Ametista,5.0,5.3,8.6,9.2,6.9,7.7,8.3,-1
2690,RA-1081,Aluno-1081,4,2024,8.5453,Topázio,10.0,8.8,9.5,6.7,5.0,9.2,9.0,0
2691,RA-342,Aluno-342,4,2024,6.757,Agata,5.0,4.5,7.7,8.8,6.3,7.7,7.7,-1
2692,RA-1576,Aluno-1576,4,2024,7.4636,Ametista,5.0,6.7,9.5,8.3,5.6,6.4,8.4,-1
2693,RA-187,Aluno-187,4,2024,8.5684,Topázio,10.0,7.8,9.5,8.8,5.6,8.4,9.1,0
2694,RA-359,Aluno-359,4,2024,7.492,Ametista,10.0,5.5,7.2,9.2,6.3,7.5,8.3,1
2695,RA-1577,Aluno-1577,4,2024,6.3056,Agata,5.0,4.3,5.0,10.0,7.5,7.3,7.3,-1
2696,RA-236,Aluno-236,4,2024,6.9808,Agata,10.0,4.5,7.9,9.2,6.3,6.9,6.4,0
2697,RA-249,Aluno-249,4,2024,6.1251,Agata,5.0,5.0,6.6,7.1,5.0,6.8,7.1,-2
2698,RA-239,Aluno-239,4,2024,6.7822,Agata,2.5,6.7,6.4,8.8,5.6,7.9,8.5,-3
2699,RA-382,Aluno-382,4,2024,5.8057,Quartzo,5.0,3.0,6.3,9.2,5.6,6.8,6.4,-1
2700,RA-383,Aluno-383,4,2024,8.036,Topázio,10.0,5.8,8.6,9.2,7.5,7.9,8.5,1
2701,RA-1155,Aluno-1155,4,2024,7.119,Ametista,5.0,4.7,8.9,8.3,5.0,8.0,8.9,-1
2702,RA-384,Aluno-384,4,2024,8.0722,Topázio,10.0,7.5,8.6,7.5,7.5,7.6,7.9,0
2703,RA-1156,Aluno-1156,4,2024,6.6777,Agata,10.0,2.0,7.8,7.5,7.5,7.1,7.5,1
2704,RA-1578,Aluno-1578,4,2024,7.8806,Ametista,10.0,7.3,6.8,8.3,7.5,7.5,8.6,1
2705,RA-388,Aluno-388,4,2024,5.9653,Quartzo,5.0,4.3,6.3,7.5,7.5,6.8,5.8,-1
2706,RA-260,Aluno-260,4,2024,8.4489,Topázio,10.0,7.0,9.7,8.8,7.5,7.9,8.5,0
2707,RA-395,Aluno-395,4,2024,7.1699,Ametista,10.0,4.3,6.9,8.8,6.3,7.3,8.5,1
2708,RA-262,Aluno-262,4,2024,5.8061,Quartzo,5.0,4.2,4.9,7.9,7.5,7.0,6.3,-2
2709,RA-1579,Aluno-1579,4,2024,7.8944,Ametista,5.0,7.2,9.1,8.8,5.6,8.5,9.3,-2
2710,RA-1580,Aluno-1580,4,2024,7.7905,Ametista,5.0,6.2,9.0,8.8,7.5,7.9,9.2,-1
2711,RA-377,Aluno-377,4,2024,7.4801,Ametista,10.0,5.2,7.7,9.2,7.5,7.1,7.6,0
2712,RA-250,Aluno-250,4,2024,9.0499,Topázio,10.0,9.2,9.6,9.2,6.9,9.0,9.0,0
2713,RA-1581,Aluno-1581,4,2024,6.9787,Agata,5.0,6.3,7.8,8.3,6.3,7.1,7.4,-1
2714,RA-1582,Aluno-1582,4,2024,6.4728,Agata,5.0,4.5,8.1,8.3,6.3,6.7,6.7,-1
2715,RA-1583,Aluno-1583,4,2024,7.8198,Ametista,5.0,8.2,7.8,7.9,6.3,9.2,9.0,-1
2716,RA-450,Aluno-450,4,2024,7.5262,Ametista,5.0,7.5,9.0,8.8,5.6,7.8,7.6,-1
2717,RA-426,Aluno-426,4,2024,6.643,Agata,5.0,4.8,7.9,7.9,4.4,7.7,8.0,-1
2718,RA-1584,Aluno-1584,4,2024,7.4298,Ametista,5.0,5.5,9.2,8.3,7.5,7.8,8.2,-1
2719,RA-313,Aluno-313,4,2024,7.2528,Ametista,5.0,4.8,9.7,8.8,5.6,7.8,8.2,-1
2720,RA-467,Aluno-467,4,2024,7.7298,Ametista,10.0,6.8,9.1,7.9,5.0,7.3,7.5,0
2721,RA-1585,Aluno-1585,4,2024,6.7304,Agata,5.0,4.0,6.8,10.0,7.5,7.7,7.8,-1
2722,RA-432,Aluno-432,4,2024,7.168,Ametista,5.0,5.5,10.0,7.5,6.3,7.3,7.3,-1
2723,RA-1586,Aluno-1586,4,2024,6.5558,Agata,5.0,5.7,6.1,10.0,5.0,6.9,7.5,-1
2724,RA-470,Aluno-470,4,2024,6.9811,Agata,10.0,3.3,8.0,9.6,7.5,7.0,6.5,0
2725,RA-417,Aluno-417,4,2024,8.5336,Topázio,10.0,8.8,8.4,8.3,7.5,8.4,8.3,0
2726,RA-407,Aluno-407,4,2024,7.0875,Ametista,10.0,3.7,7.6,8.3,6.3,8.0,7.9,0
2727,RA-1587,Aluno-1587,4,2024,7.3406,Ametista,5.0,3.8,10.0,9.2,7.5,7.8,8.2,-2
2728,RA-1588,Aluno-1588,4,2024,7.3038,Ametista,10.0,4.0,8.6,7.9,7.5,7.5,7.4,0
2729,RA-424,Aluno-424,4,2024,7.3412,Ametista,10.0,3.3,9.6,8.3,7.5,7.3,7.2,0
2730,RA-1193,Aluno-1193,4,2024,6.6305,Agata,5.0,4.0,7.8,8.8,5.6,7.8,7.8,-1
2731,RA-411,Aluno-411,4,2024,7.2798,Ametista,10.0,4.8,9.1,7.1,5.6,7.3,7.4,0
2732,RA-412,Aluno-412,4,2024,8.0444,Topázio,10.0,7.3,8.5,8.3,6.3,8.0,8.1,0
2733,RA-428,Aluno-428,4,2024,7.5349,Ametista,10.0,5.0,8.9,9.2,5.6,7.5,7.6,0
2734,RA-315,Aluno-315,4,2024,6.0769,Agata,5.0,6.8,5.9,0.0,7.5,7.5,7.6,-1
2735,RA-442,Aluno-442,4,2024,6.9054,Agata,10.0,5.0,5.9,8.3,5.6,7.5,7.9,1
2736,RA-301,Aluno-301,4,2024,8.4108,Topázio,10.0,9.0,7.5,9.2,7.5,8.0,8.2,0
2737,RA-1163,Aluno-1163,4,2024,8.6795,Topázio,10.0,7.8,9.8,8.3,7.5,8.1,8.8,0
2738,RA-402,Aluno-402,4,2024,5.6831,Quartzo,10.0,4.2,3.1,7.5,6.3,6.4,6.1,0
2739,RA-1589,Aluno-1589,4,2024,5.2609,Quartzo,5.0,2.5,6.3,0.0,7.5,7.5,7.5,-1
2740,RA-1162,Aluno-1162,4,2024,7.4732,Ametista,10.0,5.7,9.1,7.9,6.3,6.9,7.0,0
2741,RA-471,Aluno-471,4,2024,6.6358,Agata,10.0,5.5,7.0,0.0,7.5,7.7,8.0,0
2742,RA-416,Aluno-416,4,2024,8.7008,Topázio,10.0,8.0,9.0,8.8,7.5,8.5,9.1,1
2743,RA-303,Aluno-303,4,2024,6.2443,Agata,5.0,5.7,4.0,8.8,7.5,6.9,7.5,-2
2744,RA-418,Aluno-418,4,2024,9.1252,Topázio,10.0,9.3,10.0,8.8,7.5,8.2,9.0,1
2745,RA-419,Aluno-419,4,2024,8.3557,Topázio,10.0,8.2,9.4,7.1,6.3,8.0,8.5,1
2746,RA-420,Aluno-420,4,2024,7.5442,Ametista,10.0,4.0,9.6,8.3,6.3,7.8,8.0,1
2747,RA-1166,Aluno-1166,4,2024,7.4528,Ametista,5.0,6.3,8.5,8.3,6.3,8.0,8.6,-1
2748,RA-425,Aluno-425,4,2024,9.0166,Topázio,10.0,9.0,10.0,10.0,6.3,8.2,8.8,0
2749,RA-1590,Aluno-1590,4,2024,8.1908,Topázio,5.0,8.7,8.3,7.9,7.5,10.0,8.8,-1
2750,RA-1591,Aluno-1591,4,2024,6.1708,Agata,5.0,3.5,6.4,7.1,7.5,8.1,7.1,-2
2751,RA-273,Aluno-273,4,2024,6.5991,Agata,5.0,4.5,7.3,9.2,6.3,8.1,6.9,-1
2752,RA-1592,Aluno-1592,4,2024,6.8125,Agata,5.0,5.5,6.9,7.9,7.5,8.1,7.4,-1
2753,RA-457,Aluno-457,4,2024,8.5893,Topázio,10.0,8.7,8.7,8.3,7.5,9.7,7.8,1
2754,RA-305,Aluno-305,4,2024,6.693,Agata,5.0,4.8,7.9,8.3,6.3,7.8,7.0,-1
2755,RA-421,Aluno-421,4,2024,8.4882,Topázio,10.0,6.7,9.5,8.8,7.5,9.1,8.6,1
2756,RA-1169,Aluno-1169,4,2024,6.8853,Agata,5.0,6.8,8.4,6.3,5.6,7.8,6.8,-1
2757,RA-1593,Aluno-1593,4,2024,6.6385,Agata,5.0,6.5,4.9,6.2,6.3,9.1,8.5,-1
2758,RA-1594,Aluno-1594,4,2024,5.7313,Quartzo,5.0,3.0,6.1,9.6,6.3,6.3,6.0,-2
2759,RA-283,Aluno-283,4,2024,7.9444,Ametista,5.0,8.0,9.8,8.8,6.9,7.8,7.7,-2
2760,RA-459,Aluno-459,4,2024,7.2338,Ametista,10.0,4.7,8.5,7.9,5.6,7.8,7.4,0
2761,RA-454,Aluno-454,4,2024,5.8523,Quartzo,5.0,3.7,6.6,9.6,6.3,5.4,5.8,-2
2762,RA-1595,Aluno-1595,4,2024,6.6599,Agata,10.0,2.3,7.9,8.3,6.3,7.4,7.0,0
2763,RA-1596,Aluno-1596,4,2024,7.261,Ametista,5.0,3.3,10.0,8.8,7.5,8.2,8.2,-2
2764,RA-170,Aluno-170,4,2024,7.6464,Ametista,5.0,8.0,8.5,9.2,5.6,7.6,8.0,-1
2765,RA-1597,Aluno-1597,4,2024,6.7187,Agata,5.0,2.8,8.4,7.5,7.5,8.1,8.3,-1
2766,RA-1171,Aluno-1171,4,2024,7.6237,Ametista,5.0,7.5,7.2,8.3,7.5,8.6,8.6,-1
2767,RA-116,Aluno-116,5,2024,6.3375,Agata,5.0,4.5,7.5,8.3,5.6,6.9,6.7,-2
2768,RA-217,Aluno-217,5,2024,7.4209,Ametista,5.0,7.8,8.9,8.3,6.3,7.1,7.0,-1
2769,RA-103,Aluno-103,5,2024,8.7753,Topázio,10.0,9.2,9.6,8.3,6.3,7.9,8.9,0
2770,RA-178,Aluno-178,5,2024,7.2342,Ametista,10.0,4.2,8.7,9.6,6.3,7.6,6.5,0
2771,RA-1172,Aluno-1172,5,2024,5.7196,Quartzo,5.0,3.3,6.1,7.5,6.3,7.3,6.2,-1
2772,RA-180,Aluno-180,5,2024,8.8015,Topázio,10.0,8.5,9.4,9.2,7.5,8.1,8.7,2
